6.941922087481201542e-01,1.818574933165829188e+00,-1.570876899094010293e+00,6.947939919547574394e-01,1.815321056635227137e+00,-1.556304002594008917e+00,8.000000000000000167e-02,3.439999999999999725e-01,4.099988937377929688e-02,7.900000000000000078e-02,3.280000000000000138e-01
7.373145648788532736e-01,1.909351481631781366e+00,-2.348224982366907465e+00,7.356779855732503703e-01,1.907674365127164595e+00,-2.331661222940721423e+00,8.599999999999999312e-02,4.079999999999999738e-01,4.099988937377929688e-02,8.599999999999999312e-02,4.079999999999999738e-01
9.020191987742451900e-01,1.503151795277898550e+00,-3.589941334866695866e-01,9.024106534367417609e-01,1.503077612918110040e+00,-3.585294181170498029e-01,7.399999999999999634e-02,2.200000000000000011e-01,9.999990463256835938e-03,7.399999999999999634e-02,2.220000000000000029e-01
8.243103000000000513e-01,1.536475899999999895e+00,-4.739999999999999769e-01,8.247643611467910807e-01,1.536228088238537293e+00,-4.725000044703392965e-01,7.399999999999999634e-02,2.159999999999999976e-01,9.999990463256835938e-03,7.299999999999999545e-02,2.139999999999999958e-01
1.298135593467331539e+00,1.883166743511387020e+00,2.828641304460500105e+00,1.298135199999999934e+00,1.883183800000000074e+00,2.828699999999999992e+00,7.499999999999999722e-02,2.409999999999999920e-01,3.099989891052246094e-02,7.499999999999999722e-02,2.409999999999999920e-01
7.681670644298301820e-01,1.576908719036786088e+00,-7.390625165155021437e-01,7.685209038345767185e-01,1.576533795936938098e+00,-7.364499716877104252e-01,7.699999999999999900e-02,2.899999999999999800e-01,1.100015640258789062e-02,7.699999999999999900e-02,2.889999999999999791e-01
1.009167640203778138e+00,1.920873111421679269e+00,3.021023531267969187e+00,1.005173778255497918e+00,1.921020017476085862e+00,3.018745447649048064e+00,6.700000000000000400e-02,0.000000000000000000e+00,5.100011825561523438e-02,6.700000000000000400e-02,0.000000000000000000e+00
7.770738377683803488e-01,1.568187094162452500e+00,-6.832684155048875940e-01,7.777176891081272192e-01,1.567766147243891739e+00,-6.793759932480115671e-01,7.599999999999999811e-02,2.710000000000000187e-01,2.099990844726562500e-02,7.599999999999999811e-02,2.700000000000000178e-01
7.313586901580716448e-01,1.640475639760309523e+00,-1.275759986171709270e+00,7.314249901580716084e-01,1.640375106426976259e+00,-1.269959986171709243e+00,8.599999999999999312e-02,4.079999999999999738e-01,9.999990463256835938e-03,8.599999999999999312e-02,4.079999999999999738e-01
8.710845983002355464e-01,1.514963406344665087e+00,-3.882705865028610037e-01,8.718161333333332985e-01,1.514763033333333286e+00,-3.891333333333333311e-01,6.700000000000000400e-02,0.000000000000000000e+00,9.999990463256835938e-03,6.700000000000000400e-02,0.000000000000000000e+00
