1.073882581559445493e+00,2.029689619169713133e+00,1.565141665342128174e+00,1.073455100000000106e+00,2.031435999999999797e+00,1.564699999999999980e+00,2.100014686584472656e-02,6.600000000000000311e-02,0.000000000000000000e+00
3.551210265354914686e+00,1.823037197444931534e+00,-2.324366670198815932e+00,3.550783950183399096e+00,1.822297240470601265e+00,-2.325484624766166686e+00,1.999998092651367188e-02,6.700000000000000400e-02,-1.600000000000000033e-02
2.921521079341682814e+00,1.497840386541940738e+00,2.340858827819306320e+00,2.920406616333407257e+00,1.498498715500524492e+00,2.339186661156499092e+00,9.999990463256835938e-03,6.300000000000000044e-02,0.000000000000000000e+00
1.570592056956475524e+00,1.971977319587273847e+00,-2.678233338631486937e+00,1.570330670144904461e+00,1.971811543126970268e+00,-2.678566669315743276e+00,9.999990463256835938e-03,6.700000000000000400e-02,0.000000000000000000e+00
2.672480384133915532e+00,-1.394806373909551755e+00,-5.264999899613512779e-01,2.672480700317891866e+00,-1.394714434005616122e+00,-5.304666389982869434e-01,2.099990844726562500e-02,0.000000000000000000e+00,-1.839999999999999969e-01
1.826938300000000126e+00,3.152622999999999953e-01,-1.343450000000000033e+00,1.827123421933470881e+00,3.143299423203308463e-01,-1.342769564315997810e+00,9.999990463256835938e-03,6.700000000000000400e-02,0.000000000000000000e+00
1.100794599999999956e+00,1.500151500000000082e+00,5.172999999999999821e-01,1.101061950000000067e+00,1.500292600000000087e+00,5.190000000000000169e-01,9.999990463256835938e-03,8.599999999999999312e-02,4.079999999999999738e-01
2.525479600000000158e+00,2.959313600000000211e+00,6.076000000000000290e-01,2.526021667414545924e+00,2.959728009752547351e+00,6.059315815891180845e-01,9.999990463256835938e-03,2.699999999999999969e-02,0.000000000000000000e+00
1.245329499999999978e+00,-9.335565999999999587e-01,1.663000000000000034e+00,1.245233397291562349e+00,-9.324696237345921901e-01,1.663329997854230635e+00,1.099991798400878906e-02,6.700000000000000400e-02,0.000000000000000000e+00
1.218456351984249064e+00,-4.984430531409586029e-01,1.603938700547591134e+00,1.218688318477358035e+00,-4.975324451401279546e-01,1.604680632037162269e+00,9.999990463256835938e-03,6.700000000000000400e-02,-5.000000000000000104e-03
2.272287740166701653e+00,4.241585607163974592e-01,1.169999999999999929e+00,2.272305220083350896e+00,4.242336803581986948e-01,1.169999999999999929e+00,9.999990463256835938e-03,3.300000000000000155e-02,0.000000000000000000e+00
3.763271759349454904e+00,-1.115687215929836551e+00,2.595228572888283569e+00,3.762870124710930853e+00,-1.115353572511622371e+00,2.595199988079627929e+00,9.999990463256835938e-03,6.700000000000000400e-02,-0.000000000000000000e+00
2.591915091716227248e+00,-4.808149433898035729e-01,2.536699996026332116e+00,2.591268735001650558e+00,-4.802941387163922049e-01,2.536415387154751677e+00,9.999990463256835938e-03,6.700000000000000400e-02,0.000000000000000000e+00
4.196444503813303584e+00,2.541398846142518764e+00,1.587399999999999922e+00,4.196743461470145320e+00,2.542331146935582264e+00,1.587443749720603758e+00,2.100014686584472656e-02,8.599999999999999312e-02,4.079999999999999738e-01
1.710944030547318473e+00,6.506989721989598907e-01,-7.342625042840752458e-01,1.711874715273659309e+00,6.502290360994800178e-01,-7.349812521420375777e-01,9.999990463256835938e-03,6.700000000000000400e-02,1.400000000000000029e-02
4.114470263079593515e+00,2.108797413021419320e+00,1.144564002746571552e+00,4.114829061368708629e+00,2.109382450231741757e+00,1.144884001220698444e+00,9.999990463256835938e-03,6.700000000000000400e-02,0.000000000000000000e+00
1.525357318895418146e+00,2.406831307921125429e+00,-1.258270616944588527e+00,1.525587304081470474e+00,2.405964722111465726e+00,-1.264899976158308847e+00,2.099990844726562500e-02,8.000000000000000167e-02,-3.410000000000000253e-01
1.384157592129473757e+00,-1.186809788300796642e+00,1.699529409289801452e+00,1.383788294488310422e+00,-1.185665760035342187e+00,1.698847059731007025e+00,1.999998092651367188e-02,6.700000000000000400e-02,0.000000000000000000e+00
